zipcode,city,state,ST,county
61911,Arthur,Illinois,IL,Douglas County
61912,Ashmore,Illinois,IL,Coles County
61913,Atwood,Illinois,IL,Douglas County
61914,Bethany,Illinois,IL,Moultrie County
61917,Brocton,Illinois,IL,Edgar County
61919,Camargo,Illinois,IL,Douglas County
61920,Charleston,Illinois,IL,Coles County
61924,Chrisman,Illinois,IL,Edgar County
61925,Dalton City,Illinois,IL,Moultrie County
61928,Gays,Illinois,IL,Moultrie County
61929,Hammond,Illinois,IL,Piatt County
61930,Hindsboro,Illinois,IL,Douglas County
61931,Humboldt,Illinois,IL,Coles County
61932,Hume,Illinois,IL,Edgar County
61933,Kansas,Illinois,IL,Edgar County
61936,La Place,Illinois,IL,Piatt County
61937,Lovington,Illinois,IL,Moultrie County
61938,Mattoon,Illinois,IL,Coles County
61940,Metcalf,Illinois,IL,Edgar County
61941,Murdock,Illinois,IL,Douglas County
61942,Newman,Illinois,IL,Douglas County
61943,Oakland,Illinois,IL,Coles County
61944,Paris,Illinois,IL,Edgar County
61949,Redmon,Illinois,IL,Edgar County
61951,Sullivan,Illinois,IL,Moultrie County
61953,Tuscola,Illinois,IL,Douglas County
61955,Vermilion,Illinois,IL,Edgar County
61956,Villa Grove,Illinois,IL,Douglas County
61957,Windsor,Illinois,IL,Shelby County
62001,Alhambra,Illinois,IL,Madison County
62002,Alton,Illinois,IL,Madison County
62006,Batchtown,Illinois,IL,Calhoun County
62009,Benld,Illinois,IL,Macoupin County
62010,Bethalto,Illinois,IL,Madison County
62011,Bingham,Illinois,IL,Fayette County
62012,Brighton,Illinois,IL,Macoupin County
62013,Brussels,Illinois,IL,Calhoun County
62014,Bunker Hill,Illinois,IL,Macoupin County
62015,Butler,Illinois,IL,Montgomery County
62016,Carrollton,Illinois,IL,Greene County
62017,Coffeen,Illinois,IL,Montgomery County
62018,Cottage Hills,Illinois,IL,Madison County
62019,Donnellson,Illinois,IL,Montgomery County
62021,Dorsey,Illinois,IL,Madison County
62022,Dow,Illinois,IL,Jersey County
62023,Eagarville,Illinois,IL,Macoupin County
62024,East Alton,Illinois,IL,Madison County
62025,Edwardsville,Illinois,IL,Madison County
62026,Edwardsville,Illinois,IL,Madison County
62027,Eldred,Illinois,IL,Greene County
62028,Elsah,Illinois,IL,Jersey County
62030,Fidelity,Illinois,IL,Jersey County
62031,Fieldon,Illinois,IL,Jersey County
62032,Fillmore,Illinois,IL,Montgomery County
62033,Gillespie,Illinois,IL,Macoupin County
62034,Glen Carbon,Illinois,IL,Madison County
62035,Godfrey,Illinois,IL,Madison County
62036,Golden Eagle,Illinois,IL,Calhoun County
62037,Grafton,Illinois,IL,Jersey County
62040,Granite City,Illinois,IL,Madison County
62044,Greenfield,Illinois,IL,Greene County
62045,Hamburg,Illinois,IL,Calhoun County
62046,Hamel,Illinois,IL,Madison County
62047,Hardin,Illinois,IL,Calhoun County
62048,Hartford,Illinois,IL,Madison County
62049,Hillsboro,Illinois,IL,Montgomery County
62050,Hillview,Illinois,IL,Greene County
62051,Irving,Illinois,IL,Montgomery County
62052,Jerseyville,Illinois,IL,Jersey County
62053,Kampsville,Illinois,IL,Calhoun County
62054,Kane,Illinois,IL,Greene County
62056,Litchfield,Illinois,IL,Montgomery County
62058,Livingston,Illinois,IL,Madison County
62059,Lovejoy,Illinois,IL,St. Clair County
62060,Madison,Illinois,IL,Madison County
62061,Marine,Illinois,IL,Madison County
62062,Maryville,Illinois,IL,Madison County
62063,Medora,Illinois,IL,Macoupin County
62065,Michael,Illinois,IL,Calhoun County
62067,Moro,Illinois,IL,Madison County
62069,Mount Olive,Illinois,IL,Macoupin County
62070,Mozier,Illinois,IL,Calhoun County
62071,National Stock Yards,Illinois,IL,St. Clair County
62074,New Douglas,Illinois,IL,Madison County
62075,Nokomis,Illinois,IL,Montgomery County
62076,Ohlman,Illinois,IL,Montgomery County
62077,Panama,Illinois,IL,Montgomery County
62078,Patterson,Illinois,IL,Greene County
62079,Piasa,Illinois,IL,Macoupin County
62080,Ramsey,Illinois,IL,Fayette County
62081,Rockbridge,Illinois,IL,Greene County
62082,Roodhouse,Illinois,IL,Greene County
62083,Rosamond,Illinois,IL,Christian County
62084,Roxana,Illinois,IL,Madison County
62085,Sawyerville,Illinois,IL,Macoupin County
62086,Sorento,Illinois,IL,Bond County
62087,South Roxana,Illinois,IL,Madison County
62088,Staunton,Illinois,IL,Macoupin County
62089,Taylor Springs,Illinois,IL,Montgomery County
62090,Venice,Illinois,IL,Madison County
62091,Walshville,Illinois,IL,Montgomery County
62092,White Hall,Illinois,IL,Greene County
62093,Wilsonville,Illinois,IL,Macoupin County
62094,Witt,Illinois,IL,Montgomery County
62095,Wood River,Illinois,IL,Madison County
62097,Worden,Illinois,IL,Madison County
62098,Wrights,Illinois,IL,Greene County
62201,East Saint Louis,Illinois,IL,St. Clair County
62202,East Saint Louis,Illinois,IL,St. Clair County
62203,East Saint Louis,Illinois,IL,St. Clair County
62204,East Saint Louis,Illinois,IL,St. Clair County
62205,East Saint Louis,Illinois,IL,St. Clair County
62206,East Saint Louis,Illinois,IL,St. Clair County
62207,East Saint Louis,Illinois,IL,St. Clair County
62208,Fairview Heights,Illinois,IL,St. Clair County
62214,Addieville,Illinois,IL,Washington County
62215,Albers,Illinois,IL,Clinton County
62216,Aviston,Illinois,IL,Clinton County
62217,Baldwin,Illinois,IL,Randolph County
62218,Bartelso,Illinois,IL,Clinton County
62219,Beckemeyer,Illinois,IL,Clinton County
62220,Belleville,Illinois,IL,St. Clair County
62221,Belleville,Illinois,IL,St. Clair County
62222,Belleville,Illinois,IL,St. Clair County
62223,Belleville,Illinois,IL,St. Clair County
62224,Mascoutah,Illinois,IL,St. Clair County
62225,Scott Air Force Base,Illinois,IL,St. Clair County
62226,Belleville,Illinois,IL,St. Clair County
62230,Breese,Illinois,IL,Clinton County
62231,Carlyle,Illinois,IL,Clinton County
62232,Caseyville,Illinois,IL,St. Clair County
62233,Chester,Illinois,IL,Randolph County
62234,Collinsville,Illinois,IL,Madison County
62236,Columbia,Illinois,IL,Monroe County
62237,Coulterville,Illinois,IL,Randolph County
62238,Cutler,Illinois,IL,Perry County
62239,Dupo,Illinois,IL,St. Clair County
62240,East Carondelet,Illinois,IL,St. Clair County
62241,Ellis Grove,Illinois,IL,Randolph County
62242,Evansville,Illinois,IL,Randolph County
62243,Freeburg,Illinois,IL,St. Clair County
62244,Fults,Illinois,IL,Monroe County
62245,Germantown,Illinois,IL,Clinton County
62246,Greenville,Illinois,IL,Bond County
62247,Hagarstown,Illinois,IL,Fayette County
62248,Hecker,Illinois,IL,Monroe County
62249,Highland,Illinois,IL,Madison County
62250,Hoffman,Illinois,IL,Clinton County
62252,Huey,Illinois,IL,Clinton County
62253,Keyesport,Illinois,IL,Bond County
62254,Lebanon,Illinois,IL,St. Clair County
62255,Lenzburg,Illinois,IL,St. Clair County
62256,Maeystown,Illinois,IL,Monroe County
62257,Marissa,Illinois,IL,St. Clair County
62258,Mascoutah,Illinois,IL,St. Clair County
62259,Menard,Illinois,IL,Randolph County
62260,Millstadt,Illinois,IL,St. Clair County
62261,Modoc,Illinois,IL,Randolph County
62262,Mulberry Grove,Illinois,IL,Bond County
62263,Nashville,Illinois,IL,Washington County
62264,New Athens,Illinois,IL,St. Clair County
62265,New Baden,Illinois,IL,Clinton County
62266,New Memphis,Illinois,IL,Clinton County
62268,Oakdale,Illinois,IL,Washington County
62269,O Fallon,Illinois,IL,St. Clair County
62271,Okawville,Illinois,IL,Washington County
62272,Percy,Illinois,IL,Randolph County
62273,Pierron,Illinois,IL,Bond County
62274,Pinckneyville,Illinois,IL,Perry County
62275,Pocahontas,Illinois,IL,Bond County
62277,Prairie Du Rocher,Illinois,IL,Randolph County
62278,Red Bud,Illinois,IL,Randolph County
62279,Renault,Illinois,IL,Monroe County
62280,Rockwood,Illinois,IL,Randolph County
62281,Saint Jacob,Illinois,IL,Madison County
62282,Saint Libory,Illinois,IL,St. Clair County
62284,Smithboro,Illinois,IL,Bond County
62285,Smithton,Illinois,IL,St. Clair County
62286,Sparta,Illinois,IL,Randolph County
62288,Steeleville,Illinois,IL,Randolph County
62289,Summerfield,Illinois,IL,St. Clair County
62292,Tilden,Illinois,IL,Randolph County
62293,Trenton,Illinois,IL,Clinton County
62294,Troy,Illinois,IL,Madison County
62295,Valmeyer,Illinois,IL,Monroe County
62297,Walsh,Illinois,IL,Randolph County
62298,Waterloo,Illinois,IL,Monroe County
62301,Quincy,Illinois,IL,Adams County
62305,Quincy,Illinois,IL,Adams County
62306,Quincy,Illinois,IL,Adams County
62311,Augusta,Illinois,IL,Hancock County
62312,Barry,Illinois,IL,Pike County
62313,Basco,Illinois,IL,Hancock County
62314,Baylis,Illinois,IL,Pike County
62316,Bowen,Illinois,IL,Hancock County
62319,Camden,Illinois,IL,Schuyler County
62320,Camp Point,Illinois,IL,Adams County
62321,Carthage,Illinois,IL,Hancock County
62323,Chambersburg,Illinois,IL,Pike County
62324,Clayton,Illinois,IL,Adams County
62325,Coatsburg,Illinois,IL,Adams County
62326,Colchester,Illinois,IL,McDonough County
62329,Colusa,Illinois,IL,Hancock County
62330,Dallas City,Illinois,IL,Hancock County
62334,Elvaston,Illinois,IL,Hancock County
62336,Ferris,Illinois,IL,Hancock County
62338,Fowler,Illinois,IL,Adams County
62339,Golden,Illinois,IL,Adams County
62340,Griggsville,Illinois,IL,Pike County
62341,Hamilton,Illinois,IL,Hancock County
62343,Hull,Illinois,IL,Pike County
62344,Huntsville,Illinois,IL,Schuyler County
62345,Kinderhook,Illinois,IL,Pike County
62346,La Prairie,Illinois,IL,Adams County
62347,Liberty,Illinois,IL,Adams County
62348,Lima,Illinois,IL,Adams County
62349,Loraine,Illinois,IL,Adams County
62351,Mendon,Illinois,IL,Adams County
62352,Milton,Illinois,IL,Pike County
62353,Mount Sterling,Illinois,IL,Brown County
62354,Nauvoo,Illinois,IL,Hancock County
62355,Nebo,Illinois,IL,Pike County
62356,New Canton,Illinois,IL,Pike County
62357,New Salem,Illinois,IL,Pike County
62358,Niota,Illinois,IL,Hancock County
62359,Paloma,Illinois,IL,Adams County
62360,Payson,Illinois,IL,Adams County
62361,Pearl,Illinois,IL,Pike County
62362,Perry,Illinois,IL,Pike County
62363,Pittsfield,Illinois,IL,Pike County
62365,Plainville,Illinois,IL,Adams County
62366,Pleasant Hill,Illinois,IL,Pike County
62367,Plymouth,Illinois,IL,Hancock County
62370,Rockport,Illinois,IL,Pike County
62373,Sutter,Illinois,IL,Hancock County
62374,Tennessee,Illinois,IL,McDonough County
62375,Timewell,Illinois,IL,Brown County
62376,Ursa,Illinois,IL,Adams County
62378,Versailles,Illinois,IL,Brown County
62379,Warsaw,Illinois,IL,Hancock County
62380,West Point,Illinois,IL,Hancock County
62401,Effingham,Illinois,IL,Effingham County
62410,Allendale,Illinois,IL,Wabash County
62411,Altamont,Illinois,IL,Effingham County
62413,Annapolis,Illinois,IL,Crawford County
62414,Beecher City,Illinois,IL,Effingham County
62417,Bridgeport,Illinois,IL,Lawrence County
62418,Brownstown,Illinois,IL,Fayette County
62419,Calhoun,Illinois,IL,Richland County
62420,Casey,Illinois,IL,Clark County
62421,Claremont,Illinois,IL,Richland County
62422,Cowden,Illinois,IL,Shelby County
62423,Dennison,Illinois,IL,Clark County
62424,Dieterich,Illinois,IL,Effingham County
62425,Dundas,Illinois,IL,Richland County
62426,Edgewood,Illinois,IL,Effingham County
62427,Flat Rock,Illinois,IL,Crawford County
62428,Greenup,Illinois,IL,Cumberland County
62431,Herrick,Illinois,IL,Shelby County
62432,Hidalgo,Illinois,IL,Jasper County
62433,Hutsonville,Illinois,IL,Crawford County
62434,Ingraham,Illinois,IL,Clay County
62435,Janesville,Illinois,IL,Coles County
62436,Jewett,Illinois,IL,Cumberland County
62438,Lakewood,Illinois,IL,Shelby County
62439,Lawrenceville,Illinois,IL,Lawrence County
62440,Lerna,Illinois,IL,Coles County
62441,Marshall,Illinois,IL,Clark County
62442,Martinsville,Illinois,IL,Clark County
62443,Mason,Illinois,IL,Effingham County
62444,Mode,Illinois,IL,Shelby County
62445,Montrose,Illinois,IL,Cumberland County
62446,Mount Erie,Illinois,IL,Wayne County
62447,Neoga,Illinois,IL,Cumberland County
62448,Newton,Illinois,IL,Jasper County
62449,Oblong,Illinois,IL,Crawford County
62450,Olney,Illinois,IL,Richland County
62451,Palestine,Illinois,IL,Crawford County
62452,Parkersburg,Illinois,IL,Richland County
62454,Robinson,Illinois,IL,Crawford County
62458,Saint Elmo,Illinois,IL,Fayette County
62459,Sainte Marie,Illinois,IL,Jasper County
62460,Saint Francisville,Illinois,IL,Lawrence County
62461,Shumway,Illinois,IL,Effingham County
62462,Sigel,Illinois,IL,Shelby County
62463,Stewardson,Illinois,IL,Shelby County
62464,Stoy,Illinois,IL,Crawford County
62465,Strasburg,Illinois,IL,Shelby County
62466,Sumner,Illinois,IL,Lawrence County
62467,Teutopolis,Illinois,IL,Effingham County
62468,Toledo,Illinois,IL,Cumberland County
62469,Trilla,Illinois,IL,Cumberland County
62471,Vandalia,Illinois,IL,Fayette County
62473,Watson,Illinois,IL,Effingham County
62474,Westfield,Illinois,IL,Clark County
62475,West Liberty,Illinois,IL,Jasper County
62476,West Salem,Illinois,IL,Edwards County
62477,West Union,Illinois,IL,Clark County
62478,West York,Illinois,IL,Crawford County
62479,Wheeler,Illinois,IL,Jasper County
62480,Willow Hill,Illinois,IL,Jasper County
62481,Yale,Illinois,IL,Jasper County
62501,Argenta,Illinois,IL,Macon County
62510,Assumption,Illinois,IL,Christian County
62512,Beason,Illinois,IL,Logan County
62513,Blue Mound,Illinois,IL,Macon County
62514,Boody,Illinois,IL,Macon County
62515,Buffalo,Illinois,IL,Sangamon County
62517,Bulpitt,Illinois,IL,Christian County
62518,Chestnut,Illinois,IL,Logan County
62519,Cornland,Illinois,IL,Logan County
62520,Dawson,Illinois,IL,Sangamon County
62521,Decatur,Illinois,IL,Macon County
62522,Decatur,Illinois,IL,Macon County
62523,Decatur,Illinois,IL,Macon County
62524,Decatur,Illinois,IL,Macon County
62525,Decatur,Illinois,IL,Macon County
62526,Decatur,Illinois,IL,Macon County
62530,Divernon,Illinois,IL,Sangamon County
62531,Edinburg,Illinois,IL,Christian County
62532,Elwin,Illinois,IL,Macon County
62533,Farmersville,Illinois,IL,Montgomery County
62534,Findlay,Illinois,IL,Shelby County
62535,Forsyth,Illinois,IL,Macon County
62536,Glenarm,Illinois,IL,Sangamon County
62537,Harristown,Illinois,IL,Macon County
62538,Harvel,Illinois,IL,Montgomery County
62539,Illiopolis,Illinois,IL,Sangamon County
62540,Kincaid,Illinois,IL,Christian County
62541,Lake Fork,Illinois,IL,Logan County
62543,Latham,Illinois,IL,Logan County
62544,Macon,Illinois,IL,Macon County
62545,Mechanicsburg,Illinois,IL,Sangamon County
62546,Morrisonville,Illinois,IL,Christian County
62547,Mount Auburn,Illinois,IL,Christian County
62548,Mount Pulaski,Illinois,IL,Logan County
62549,Mt Zion,Illinois,IL,Macon County
62550,Moweaqua,Illinois,IL,Shelby County
62551,Niantic,Illinois,IL,Macon County
62553,Oconee,Illinois,IL,Shelby County
62554,Oreana,Illinois,IL,Macon County
62555,Owaneco,Illinois,IL,Christian County
62556,Palmer,Illinois,IL,Christian County
62557,Pana,Illinois,IL,Christian County
62558,Pawnee,Illinois,IL,Sangamon County
62560,Raymond,Illinois,IL,Montgomery County
62561,Riverton,Illinois,IL,Sangamon County
62563,Rochester,Illinois,IL,Sangamon County
62565,Shelbyville,Illinois,IL,Shelby County
62567,Stonington,Illinois,IL,Christian County
62568,Taylorville,Illinois,IL,Christian County
62570,Tovey,Illinois,IL,Christian County
62571,Tower Hill,Illinois,IL,Shelby County
62572,Waggoner,Illinois,IL,Montgomery County
62573,Warrensburg,Illinois,IL,Macon County
62601,Alexander,Illinois,IL,Morgan County
62610,Alsey,Illinois,IL,Scott County
62611,Arenzville,Illinois,IL,Cass County
62612,Ashland,Illinois,IL,Cass County
62613,Athens,Illinois,IL,Menard County
62615,Auburn,Illinois,IL,Sangamon County
62617,Bath,Illinois,IL,Mason County
62618,Beardstown,Illinois,IL,Cass County
62621,Bluffs,Illinois,IL,Scott County
62622,Bluff Springs,Illinois,IL,Cass County
62624,Browning,Illinois,IL,Schuyler County
62625,Cantrall,Illinois,IL,Sangamon County
62626,Carlinville,Illinois,IL,Macoupin County
62627,Chandlerville,Illinois,IL,Cass County
62628,Chapin,Illinois,IL,Morgan County
62629,Chatham,Illinois,IL,Sangamon County
62630,Chesterfield,Illinois,IL,Macoupin County
62631,Concord,Illinois,IL,Morgan County
62633,Easton,Illinois,IL,Mason County
62634,Elkhart,Illinois,IL,Logan County
62635,Emden,Illinois,IL,Logan County
62638,Franklin,Illinois,IL,Morgan County
62639,Frederick,Illinois,IL,Schuyler County
62640,Girard,Illinois,IL,Macoupin County
62642,Greenview,Illinois,IL,Menard County
62643,Hartsburg,Illinois,IL,Logan County
62644,Havana,Illinois,IL,Mason County
62649,Hettick,Illinois,IL,Macoupin County
62650,Jacksonville,Illinois,IL,Morgan County
62651,Jacksonville,Illinois,IL,Morgan County
62655,Kilbourne,Illinois,IL,Mason County
62656,Lincoln,Illinois,IL,Logan County
62659,Lincolns New Salem,Illinois,IL,Menard County
62660,Literberry,Illinois,IL,Morgan County
62661,Loami,Illinois,IL,Sangamon County
62662,Lowder,Illinois,IL,Sangamon County
62663,Manchester,Illinois,IL,Scott County
62664,Mason City,Illinois,IL,Mason County
62665,Meredosia,Illinois,IL,Morgan County
62666,Middletown,Illinois,IL,Logan County
62667,Modesto,Illinois,IL,Macoupin County
62668,Murrayville,Illinois,IL,Morgan County
62670,New Berlin,Illinois,IL,Sangamon County
62671,New Holland,Illinois,IL,Logan County
62672,Nilwood,Illinois,IL,Macoupin County
62673,Oakford,Illinois,IL,Menard County
62674,Palmyra,Illinois,IL,Macoupin County
62675,Petersburg,Illinois,IL,Menard County
62677,Pleasant Plains,Illinois,IL,Sangamon County
62681,Rushville,Illinois,IL,Schuyler County
62682,San Jose,Illinois,IL,Mason County
62683,Scottville,Illinois,IL,Macoupin County
62684,Sherman,Illinois,IL,Sangamon County
62685,Shipman,Illinois,IL,Macoupin County
62688,Tallula,Illinois,IL,Menard County
62689,Thayer,Illinois,IL,Sangamon County
62690,Virden,Illinois,IL,Macoupin County
62691,Virginia,Illinois,IL,Cass County
62692,Waverly,Illinois,IL,Morgan County
62693,Williamsville,Illinois,IL,Sangamon County
62694,Winchester,Illinois,IL,Scott County
62695,Woodson,Illinois,IL,Morgan County
62701,Springfield,Illinois,IL,Sangamon County
62702,Springfield,Illinois,IL,Sangamon County
62703,Springfield,Illinois,IL,Sangamon County
62704,Springfield,Illinois,IL,Sangamon County
62705,Springfield,Illinois,IL,Sangamon County
62706,Springfield,Illinois,IL,Sangamon County
62707,Springfield,Illinois,IL,Sangamon County
62708,Springfield,Illinois,IL,Sangamon County
62711,Springfield,Illinois,IL,Sangamon County
62712,Springfield,Illinois,IL,Sangamon County
62713,Springfield,Illinois,IL,Sangamon County
62715,Springfield,Illinois,IL,Sangamon County
62716,Springfield,Illinois,IL,Sangamon County
62719,Springfield,Illinois,IL,Sangamon County
62721,Springfield,Illinois,IL,Sangamon County
62722,Springfield,Illinois,IL,Sangamon County
62723,Springfield,Illinois,IL,Sangamon County
62726,Springfield,Illinois,IL,Sangamon County
62736,Springfield,Illinois,IL,Sangamon County
62739,Springfield,Illinois,IL,Sangamon County
62746,Springfield,Illinois,IL,Sangamon County
62756,Springfield,Illinois,IL,Sangamon County
62757,Springfield,Illinois,IL,Sangamon County
62761,Springfield,Illinois,IL,Sangamon County
62762,Springfield,Illinois,IL,Sangamon County
62763,Springfield,Illinois,IL,Sangamon County
62764,Springfield,Illinois,IL,Sangamon County
62765,Springfield,Illinois,IL,Sangamon County
62766,Springfield,Illinois,IL,Sangamon County
62767,Springfield,Illinois,IL,Sangamon County
62769,Springfield,Illinois,IL,Sangamon County
62776,Springfield,Illinois,IL,Sangamon County
62777,Springfield,Illinois,IL,Sangamon County
62781,Springfield,Illinois,IL,Sangamon County
62786,Springfield,Illinois,IL,Sangamon County
62791,Springfield,Illinois,IL,Sangamon County
62794,Springfield,Illinois,IL,Sangamon County
62796,Springfield,Illinois,IL,Sangamon County
62801,Centralia,Illinois,IL,Marion County
62803,Hoyleton,Illinois,IL,Washington County
62805,Akin,Illinois,IL,Franklin County
62806,Albion,Illinois,IL,Edwards County
62807,Alma,Illinois,IL,Marion County
62808,Ashley,Illinois,IL,Washington County
62809,Barnhill,Illinois,IL,Wayne County
62810,Belle Rive,Illinois,IL,Jefferson County
62811,Bellmont,Illinois,IL,Wabash County
62812,Benton,Illinois,IL,Franklin County
62814,Bluford,Illinois,IL,Jefferson County
62815,Bone Gap,Illinois,IL,Edwards County
62816,Bonnie,Illinois,IL,Jefferson County
62817,Broughton,Illinois,IL,Hamilton County
62818,Browns,Illinois,IL,Edwards County
62819,Buckner,Illinois,IL,Franklin County
62820,Burnt Prairie,Illinois,IL,White County
62821,Carmi,Illinois,IL,White County
62822,Christopher,Illinois,IL,Franklin County
62823,Cisne,Illinois,IL,Wayne County
62824,Clay City,Illinois,IL,Clay County
62825,Coello,Illinois,IL,Franklin County
62827,Crossville,Illinois,IL,White County
62828,Dahlgren,Illinois,IL,Hamilton County
62829,Dale,Illinois,IL,Hamilton County
62830,Dix,Illinois,IL,Jefferson County
62831,Du Bois,Illinois,IL,Washington County
62832,Du Quoin,Illinois,IL,Perry County
62833,Ellery,Illinois,IL,Wayne County
62834,Emma,Illinois,IL,White County
62835,Enfield,Illinois,IL,White County
62836,Ewing,Illinois,IL,Franklin County
62837,Fairfield,Illinois,IL,Wayne County
62838,Farina,Illinois,IL,Fayette County
62839,Flora,Illinois,IL,Clay County
62840,Frankfort Heights,Illinois,IL,Franklin County
62841,Freeman Spur,Illinois,IL,Williamson County
62842,Geff,Illinois,IL,Wayne County
62843,Golden Gate,Illinois,IL,Wayne County
62844,Grayville,Illinois,IL,White County
62846,Ina,Illinois,IL,Jefferson County
62848,Irvington,Illinois,IL,Washington County
62849,Iuka,Illinois,IL,Marion County
62850,Johnsonville,Illinois,IL,Wayne County
62851,Keenes,Illinois,IL,Wayne County
62852,Keensburg,Illinois,IL,Wabash County
62853,Kell,Illinois,IL,Marion County
62854,Kinmundy,Illinois,IL,Marion County
62855,Lancaster,Illinois,IL,Wabash County
62856,Logan,Illinois,IL,Franklin County
62857,Loogootee,Illinois,IL,Fayette County
62858,Louisville,Illinois,IL,Clay County
62859,Mc Leansboro,Illinois,IL,Hamilton County
62860,Macedonia,Illinois,IL,Franklin County
62861,Maunie,Illinois,IL,White County
62862,Mill Shoals,Illinois,IL,White County
62863,Mount Carmel,Illinois,IL,Wabash County
62864,Mount Vernon,Illinois,IL,Jefferson County
62865,Mulkeytown,Illinois,IL,Franklin County
62866,Nason,Illinois,IL,Jefferson County
62867,New Haven,Illinois,IL,Gallatin County
62868,Noble,Illinois,IL,Richland County
62869,Norris City,Illinois,IL,White County
62870,Odin,Illinois,IL,Marion County
62871,Omaha,Illinois,IL,Gallatin County
62872,Opdyke,Illinois,IL,Jefferson County
62874,Orient,Illinois,IL,Franklin County
62875,Patoka,Illinois,IL,Marion County
62876,Radom,Illinois,IL,Washington County
62877,Richview,Illinois,IL,Washington County
62878,Rinard,Illinois,IL,Wayne County
62879,Sailor Springs,Illinois,IL,Clay County
62880,Saint Peter,Illinois,IL,Fayette County
62881,Salem,Illinois,IL,Marion County
62882,Sandoval,Illinois,IL,Marion County
62883,Scheller,Illinois,IL,Jefferson County
62884,Sesser,Illinois,IL,Franklin County
62885,Shobonier,Illinois,IL,Fayette County
62886,Sims,Illinois,IL,Wayne County
62887,Springerton,Illinois,IL,White County
62888,Tamaroa,Illinois,IL,Perry County
62889,Texico,Illinois,IL,Jefferson County
62890,Thompsonville,Illinois,IL,Franklin County
62891,Valier,Illinois,IL,Franklin County
62892,Vernon,Illinois,IL,Marion County
62893,Walnut Hill,Illinois,IL,Marion County
62894,Waltonville,Illinois,IL,Jefferson County
62895,Wayne City,Illinois,IL,Wayne County
62896,West Frankfort,Illinois,IL,Franklin County
62897,Whittington,Illinois,IL,Franklin County
62898,Woodlawn,Illinois,IL,Jefferson County
62899,Xenia,Illinois,IL,Clay County
62901,Carbondale,Illinois,IL,Jackson County
62902,Carbondale,Illinois,IL,Jackson County
62903,Carbondale,Illinois,IL,Jackson County
62905,Alto Pass,Illinois,IL,Union County
62906,Anna,Illinois,IL,Union County
62907,Ava,Illinois,IL,Jackson County
62908,Belknap,Illinois,IL,Massac County
62909,Boles,Illinois,IL,Johnson County
62910,Brookport,Illinois,IL,Massac County
62912,Buncombe,Illinois,IL,Johnson County
62914,Cairo,Illinois,IL,Alexander County
62915,Cambria,Illinois,IL,Williamson County
62916,Campbell Hill,Illinois,IL,Jackson County
62917,Carrier Mills,Illinois,IL,Saline County
62918,Carterville,Illinois,IL,Williamson County
62919,Cave In Rock,Illinois,IL,Hardin County
62920,Cobden,Illinois,IL,Union County
62921,Colp,Illinois,IL,Williamson County
62922,Creal Springs,Illinois,IL,Williamson County
62923,Cypress,Illinois,IL,Johnson County
62924,De Soto,Illinois,IL,Jackson County
62926,Dongola,Illinois,IL,Union County
62927,Dowell,Illinois,IL,Jackson County
62928,Eddyville,Illinois,IL,Pope County
62930,Eldorado,Illinois,IL,Saline County
62931,Elizabethtown,Illinois,IL,Hardin County
62932,Elkville,Illinois,IL,Jackson County
62933,Energy,Illinois,IL,Williamson County
62934,Equality,Illinois,IL,Gallatin County
62935,Galatia,Illinois,IL,Saline County
62938,Golconda,Illinois,IL,Pope County
62939,Goreville,Illinois,IL,Johnson County
62940,Gorham,Illinois,IL,Jackson County
62941,Grand Chain,Illinois,IL,Pulaski County
62942,Grand Tower,Illinois,IL,Jackson County
62943,Grantsburg,Illinois,IL,Johnson County
62946,Harrisburg,Illinois,IL,Saline County
62947,Herod,Illinois,IL,Hardin County
62948,Herrin,Illinois,IL,Williamson County
62949,Hurst,Illinois,IL,Williamson County
62950,Jacob,Illinois,IL,Jackson County
62951,Johnston City,Illinois,IL,Williamson County
62952,Jonesboro,Illinois,IL,Union County
62953,Joppa,Illinois,IL,Massac County
62954,Junction,Illinois,IL,Gallatin County
62955,Karbers Ridge,Illinois,IL,Hardin County
62956,Karnak,Illinois,IL,Pulaski County
62957,Mc Clure,Illinois,IL,Alexander County
62958,Makanda,Illinois,IL,Jackson County
62959,Marion,Illinois,IL,Williamson County
62960,Metropolis,Illinois,IL,Massac County
62961,Millcreek,Illinois,IL,Union County
62962,Miller City,Illinois,IL,Alexander County
62963,Mound City,Illinois,IL,Pulaski County
62964,Mounds,Illinois,IL,Pulaski County
62965,Muddy,Illinois,IL,Saline County
62966,Murphysboro,Illinois,IL,Jackson County
62967,New Burnside,Illinois,IL,Johnson County
62969,Olive Branch,Illinois,IL,Alexander County
62970,Olmsted,Illinois,IL,Pulaski County
62971,Oraville,Illinois,IL,Jackson County
62972,Ozark,Illinois,IL,Johnson County
62973,Perks,Illinois,IL,Pulaski County
62974,Pittsburg,Illinois,IL,Williamson County
62975,Pomona,Illinois,IL,Jackson County
62976,Pulaski,Illinois,IL,Pulaski County
62977,Raleigh,Illinois,IL,Saline County
62979,Ridgway,Illinois,IL,Gallatin County
62982,Rosiclare,Illinois,IL,Hardin County
62983,Royalton,Illinois,IL,Franklin County
62984,Shawneetown,Illinois,IL,Gallatin County
62985,Simpson,Illinois,IL,Johnson County
62987,Stonefort,Illinois,IL,Saline County
62988,Tamms,Illinois,IL,Alexander County
62990,Thebes,Illinois,IL,Alexander County
62992,Ullin,Illinois,IL,Pulaski County
